full_name,a,e,I,longNode,longPeri,q,ad,per_y,data_arc,condition_code,n_obs_used,H,pha
620102 (2017 QM18),2.064,0.4601,34.08,257.29,30.29,1.114,3.01,2.97,3994.0,0.0,587,18.62,0
620103 (2018 LC3),1.346,0.5479,44.36,111.17,76.26,0.608,2.08,1.56,1423.0,1.0,90,18.79,1
620104 (2018 LG5),1.502,0.3984,48.94,113.15,19.75,0.904,2.1,1.84,4720.0,0.0,124,18.51,0
620105 (2018 YS),1.495,0.4333,17.75,341.13,18.21,0.847,2.14,1.83,3306.0,0.0,106,19.49,0
620106 (2020 HP8),1.908,0.5252,7.97,268.66,19.47,0.906,2.91,2.63,3191.0,0.0,248,20.25,0
620107 (2020 XK7),2.012,0.5593,8.08,197.59,26.95,0.887,3.14,2.85,3471.0,1.0,140,19.58,1
620108 (2021 AX7),1.555,0.2663,19.17,70.62,142.4,1.141,1.97,1.94,4476.0,0.0,100,20.99,0
620844 (2006 SA7),1.987,0.3614,35.57,0.51,265.25,1.269,2.71,2.8,5142.0,0.0,77,19.43,0
621890 (2011 PO1),2.515,0.6346,5.74,210.64,166.79,0.919,4.11,3.99,4539.0,0.0,146,20.91,1
621911 (2011 SB16),2.527,0.7997,6.88,311.6,177.69,0.506,4.55,4.02,4411.0,0.0,111,18.83,0
622484 (2014 BY32),1.605,0.3504,39.72,134.76,207.74,1.042,2.17,2.03,3407.0,1.0,82,19.49,0
622577 Miorita (2014 LU14),1.287,0.4496,25.31,274.08,219.49,0.708,1.87,1.46,3644.0,1.0,95,19.71,0
622591 (2014 MM55),2.755,0.539,11.66,142.5,225.17,1.27,4.24,4.57,4729.0,0.0,243,18.82,0
623769 (2018 RA5),1.325,0.7132,37.61,176.41,3.35,0.38,2.27,1.53,5459.0,0.0,100,19.29,0
625646 (2006 GX2),1.757,0.545,8.23,143.56,340.02,0.799,2.71,2.33,5156.0,0.0,125,20.71,0
625788 (2006 SA6),2.77,0.6266,5.8,226.66,65.9,1.034,4.51,4.61,5164.0,0.0,116,19.35,0
625991 (2006 UL185),0.844,0.5019,19.44,52.27,177.35,0.42,1.27,0.775,6223.0,0.0,113,21.41,0
627157 (2008 OX1),1.206,0.2776,29.74,304.82,281.35,0.871,1.54,1.32,4207.0,0.0,236,21.5,1
627523 (2008 XE2),2.544,0.5067,7.96,44.79,41.99,1.255,3.83,4.06,5778.0,0.0,338,19.25,0
628250 (2014 QL390),2.084,0.4029,3.59,288.29,34.58,1.245,2.92,3.01,6557.0,0.0,129,22.25,0
651565 (2013 CL89),1.253,0.3492,26.55,326.61,320.72,0.816,1.69,1.4,6599.0,0.0,226,19.47,0
654647 (2015 CN62),1.476,0.2227,5.47,326.53,239.36,1.147,1.8,1.79,6759.0,0.0,288,20.16,0
657084 (2016 GT220),1.608,0.3799,23.65,3.09,27.02,0.997,2.22,2.04,11583.0,1.0,178,17.83,1
658883 (2017 XD),1.653,0.7814,38.38,148.06,96.73,0.361,2.94,2.12,7137.0,0.0,193,17.35,0
659609 (2019 SZ2),1.683,0.2487,22.45,222.41,155.57,1.264,2.1,2.18,5246.0,0.0,438,19.78,0
659952 (2021 US11),1.56,0.1953,16.01,149.32,47.8,1.255,1.86,1.95,5969.0,1.0,92,20.17,0
659955 (2022 AC30),1.797,0.2867,17.86,341.99,173.23,1.282,2.31,2.41,6878.0,0.0,106,19.29,0
660096 (1998 SL36),1.391,0.4181,19.06,353.08,116.8,0.809,1.97,1.64,8537.0,0.0,245,20.23,1
660483 (2001 VC76),1.754,0.4419,16.84,52.19,258.89,0.979,2.53,2.32,8126.0,0.0,85,19.8,0
660599 (2002 JD109),2.02,0.65,24.72,143.22,187.08,0.707,3.33,2.87,7584.0,0.0,89,18.57,0
661492 (2004 TX37),3.275,0.6334,4.92,204.16,314.92,1.201,5.35,5.93,6996.0,0.0,134,15.64,0
662203 (2005 WR2),1.532,0.5462,7.84,282.29,49.66,0.695,2.37,1.9,6742.0,0.0,208,19.48,0
662390 (2006 BN55),1.871,0.5541,18.69,125.31,291.66,0.834,2.91,2.56,6823.0,0.0,266,20.0,0
662564 (2006 JF),1.084,0.658,42.51,216.25,211.04,0.371,1.8,1.13,6963.0,0.0,142,19.6,0
663005 (2006 WU29),2.619,0.5272,28.96,96.01,336.82,1.238,4.0,4.24,6352.0,0.0,401,18.38,0
663216 (2007 DK8),1.65,0.4193,32.58,155.08,99.05,0.958,2.34,2.12,6433.0,0.0,263,19.11,0
663491 (2007 RT9),1.666,0.5858,21.28,163.91,24.79,0.69,2.64,2.15,6170.0,0.0,124,19.08,0
663927 (2007 YO56),1.281,0.3572,15.61,287.64,333.4,0.823,1.74,1.45,5895.0,0.0,109,20.15,0
664078 (2008 DL5),1.096,0.4735,18.64,163.7,243.97,0.577,1.61,1.15,5858.0,0.0,140,22.11,0
664220 (2008 GV3),2.398,0.6055,72.86,208.59,72.84,0.946,3.85,3.71,5695.0,0.0,240,18.45,0
665151 (2009 AH16),1.969,0.7578,21.98,54.46,329.56,0.477,3.46,2.76,5210.0,0.0,714,17.83,0
665250 (2009 CA2),1.506,0.4799,31.73,42.88,22.73,0.784,2.23,1.85,5591.0,0.0,177,18.77,0
665326 (2009 EF3),1.051,0.307,16.53,177.53,211.03,0.728,1.37,1.08,5477.0,0.0,156,21.57,0
665382 (2009 HV44),1.665,0.4231,37.99,217.13,76.83,0.96,2.37,2.15,5642.0,0.0,503,18.86,0
665390 (2009 HD82),1.254,0.4765,5.8,191.2,148.0,0.656,1.85,1.4,5139.0,0.0,204,21.69,0
665429 (2009 KT21),1.671,0.3324,6.94,230.84,244.54,1.115,2.23,2.16,5476.0,0.0,126,19.86,0
666220 (2010 AO60),0.9515,0.2483,11.06,309.9,37.33,0.715,1.19,0.928,5175.0,0.0,264,21.73,0
666241 (2010 BK2),0.9042,0.4479,6.05,278.01,72.66,0.499,1.31,0.86,4831.0,0.0,85,22.04,0
666332 (2010 ED43),1.337,0.2022,56.99,158.49,226.37,1.067,1.61,1.55,5113.0,0.0,98,19.85,0
666360 (2010 FC6),1.064,0.4675,30.43,181.33,179.3,0.566,1.56,1.1,8786.0,0.0,158,20.23,0
666673 (2010 TJ7),1.658,0.2989,21.42,25.79,357.46,1.162,2.15,2.14,4906.0,0.0,253,19.66,0
666729 (2010 TV149),1.699,0.5188,9.79,78.58,42.9,0.818,2.58,2.21,7736.0,0.0,629,18.72,1
666966 (2010 XD11),2.212,0.8524,16.19,117.74,196.44,0.327,4.1,3.29,4787.0,0.0,246,17.96,0
667255 (2011 EG17),1.38,0.4188,20.11,170.1,241.55,0.802,1.96,1.62,4774.0,0.0,130,20.68,1
667303 (2011 FR29),1.057,0.3463,3.62,214.98,176.17,0.691,1.42,1.09,4751.0,0.0,249,21.55,0
668499 (2012 AB11),1.583,0.3273,27.76,108.79,20.59,1.065,2.1,1.99,3645.0,0.0,119,22.32,0
668727 (2012 FS62),1.232,0.3959,13.44,37.25,314.01,0.744,1.72,1.37,4364.0,0.0,113,20.15,0
668779 (2012 HO1),2.079,0.4627,7.17,23.95,197.62,1.117,3.04,3.0,4394.0,0.0,101,23.75,0
668935 (2012 OC1),2.699,0.5405,8.31,101.18,114.08,1.24,4.16,4.43,6637.0,0.0,197,17.55,0
668949 (2012 PP28),1.989,0.6067,5.67,254.05,133.68,0.782,3.2,2.81,4215.0,0.0,185,19.27,1
669051 (2012 SD22),1.964,0.5727,7.91,140.22,313.83,0.839,3.09,2.75,8281.0,0.0,222,20.06,1
669555 (2012 YQ1),1.998,0.5627,5.15,120.01,42.26,0.874,3.12,2.82,4913.0,0.0,95,21.11,1
669608 (2013 AW52),1.114,0.4879,19.0,310.36,36.49,0.571,1.66,1.18,2578.0,0.0,179,20.02,0
670011 (2013 EH89),1.35,0.4041,7.1,260.41,160.05,0.804,1.89,1.57,5181.0,0.0,244,20.08,0
670246 (2013 JE1),1.375,0.4092,32.68,185.76,163.1,0.812,1.94,1.61,8768.0,0.0,141,19.23,0
670295 (2013 LH16),2.923,0.7947,7.96,161.03,205.37,0.6,5.25,5.0,3878.0,0.0,328,18.91,0
670610 (2013 VK5),1.228,0.5843,19.41,67.93,215.54,0.51,1.95,1.36,3754.0,1.0,106,20.48,0
670931 (2014 DJ112),1.336,0.4536,26.14,162.32,208.65,0.73,1.94,1.54,2956.0,1.0,94,20.13,0
671076 (2014 FP47),1.168,0.2601,5.06,28.71,271.85,0.864,1.47,1.26,3623.0,0.0,146,22.36,0
671243 (2014 HR184),1.296,0.3296,14.33,253.41,165.21,0.869,1.72,1.48,8062.0,0.0,88,20.04,0
671294 (2014 JO25),2.066,0.8867,25.16,30.28,49.91,0.234,3.9,2.97,4408.0,0.0,1808,18.02,1
671970 (2014 QO296),1.835,0.4701,10.94,193.51,30.72,0.973,2.7,2.49,3638.0,0.0,136,20.15,1
672457 (2014 UR116),2.07,0.7278,6.57,5.81,286.96,0.564,3.58,2.98,5485.0,0.0,606,19.8,1
672531 (2014 VU1),2.016,0.357,21.08,61.73,333.04,1.296,2.74,2.86,3376.0,0.0,142,18.74,0
672745 (2014 WV363),1.846,0.5158,5.53,77.95,210.03,0.894,2.8,2.51,4817.0,0.0,97,19.05,1
672881 (2014 XG8),2.089,0.5205,57.13,258.87,57.12,1.002,3.18,3.02,3340.0,0.0,109,17.72,0
673011 (2015 AR45),1.385,0.7013,9.23,114.35,239.63,0.414,2.36,1.63,5227.0,0.0,164,20.0,1
673566 (2015 DE200),1.189,0.5223,18.71,320.71,54.02,0.568,1.81,1.3,3324.0,0.0,227,20.25,0
673675 (2015 FM34),2.082,0.5768,4.68,140.09,350.5,0.881,3.28,3.0,3334.0,0.0,113,22.5,0
673677 (2015 FF37),1.526,0.4157,15.36,29.16,339.95,0.892,2.16,1.88,7984.0,0.0,208,19.02,0
673713 (2015 FQ117),0.8606,0.6205,4.55,293.85,63.12,0.327,1.39,0.798,2919.0,0.0,84,20.87,1
674207 (2015 MN66),1.219,0.4525,17.75,56.87,333.62,0.668,1.77,1.35,8741.0,0.0,148,20.16,0
674590 (2015 RH2),1.218,0.2666,5.36,332.38,115.37,0.893,1.54,1.34,3146.0,0.0,401,22.0,1
674942 (2015 TX143),1.583,0.5526,8.58,157.47,322.66,0.708,2.46,1.99,3162.0,0.0,605,19.72,0
675214 (2015 VR1),1.586,0.3686,19.24,214.3,244.96,1.002,2.17,2.0,3054.0,0.0,149,20.9,0
675481 (2015 XL128),2.575,0.7019,17.93,42.18,161.29,0.768,4.38,4.13,10444.0,0.0,231,17.82,0
675603 (2015 XE352),1.335,0.3891,2.05,45.18,225.54,0.816,1.85,1.54,2960.0,0.0,453,20.94,1
675689 (2015 YA10),1.547,0.6556,9.55,45.13,302.71,0.533,2.56,1.92,2681.0,0.0,131,20.56,0
675797 (2016 AX147),2.473,0.5616,9.88,302.55,283.6,1.084,3.86,3.89,8437.0,0.0,804,17.55,0
676261 (2016 EE156),2.575,0.8108,28.9,134.17,175.62,0.487,4.66,4.13,3085.0,0.0,348,17.89,0
676362 (2016 FG15),2.496,0.6953,16.64,72.47,183.74,0.761,4.23,3.94,2936.0,0.0,157,19.96,0
676480 (2016 GZ215),1.606,0.2291,6.57,101.46,31.09,1.238,1.97,2.04,2952.0,0.0,294,21.08,0
677578 (2017 AV3),1.585,0.5117,36.48,128.32,193.81,0.774,2.4,2.0,3374.0,0.0,89,19.68,0
677579 (2017 AF5),2.48,0.9496,20.85,323.27,11.22,0.125,4.84,3.91,3004.0,0.0,361,17.79,0
677600 (2017 BM6),1.744,0.6915,6.23,43.61,325.16,0.538,2.95,2.3,3518.0,0.0,96,19.96,0
677781 (2017 DV34),1.456,0.1457,28.93,150.24,323.25,1.244,1.67,1.76,3512.0,0.0,84,21.74,0
678010 (2017 FE101),1.474,0.4059,53.57,187.62,222.45,0.876,2.07,1.79,2545.0,1.0,147,19.17,0
678263 (2017 QP17),1.147,0.4575,24.22,252.34,188.89,0.622,1.67,1.23,2478.0,0.0,115,19.58,0
678413 (2017 SV20),1.303,0.3054,22.73,110.86,119.66,0.905,1.7,1.49,4463.0,0.0,239,18.76,1
678715 (2017 VV14),2.24,0.845,15.89,77.93,234.76,0.347,4.13,3.35,2613.0,0.0,140,18.34,1
678861 (2017 YH),0.6344,0.4823,19.86,134.16,147.53,0.328,0.94,0.505,2612.0,1.0,177,18.12,0
678899 (2018 AG2),1.551,0.3909,23.75,159.0,235.77,0.945,2.16,1.93,3895.0,0.0,155,19.83,0
678927 (2018 BP),1.557,0.3977,3.33,183.28,216.51,0.938,2.18,1.94,2485.0,0.0,321,20.56,1
678964 (2018 CC14),2.081,0.5454,5.89,200.37,343.07,0.946,3.22,3.0,4517.0,0.0,97,22.45,0
678976 (2018 EH4),2.06,0.6126,6.19,2.83,75.23,0.798,3.32,2.96,3264.0,0.0,128,21.68,1
678989 (2018 GY4),0.9182,0.7101,17.24,266.98,102.77,0.266,1.57,0.88,5144.0,0.0,91,19.06,0
679164 (2018 VG8),2.73,0.527,6.14,144.31,309.71,1.291,4.17,4.51,7853.0,0.0,94,19.0,0
679337 (2019 AQ4),1.181,0.5328,46.95,300.9,358.97,0.552,1.81,1.28,3324.0,1.0,88,19.19,0
679420 (2019 EV2),1.389,0.6576,66.37,181.11,218.31,0.476,2.3,1.64,4754.0,0.0,114,19.58,0
679440 (2019 GT2),1.84,0.5108,6.74,88.38,343.89,0.9,2.78,2.5,3724.0,0.0,88,19.1,1
679648 (2019 XS),1.006,0.3264,4.45,49.46,250.47,0.677,1.33,1.01,8648.0,0.0,137,23.84,0
679655 (2020 BS12),1.49,0.7457,4.63,311.97,90.29,0.379,2.6,1.82,3632.0,0.0,98,20.11,1
679656 (2020 BP13),1.568,0.3525,8.14,208.99,357.32,1.015,2.12,1.96,3098.0,0.0,367,21.07,1
679657 (2020 BE15),1.61,0.8956,16.54,164.33,193.46,0.168,3.05,2.04,2957.0,0.0,122,20.04,0
679756 (2020 KP1),1.587,0.2916,31.37,234.29,354.48,1.124,2.05,2.0,3660.0,0.0,92,23.13,0
679757 (2020 KW7),2.108,0.6367,13.02,107.54,279.15,0.766,3.45,3.06,3273.0,0.0,114,19.99,0
679786 (2020 QG3),2.089,0.5654,7.43,186.56,229.76,0.908,3.27,3.02,4390.0,0.0,400,21.21,1
679814 (2020 TH5),1.425,0.3985,4.6,175.77,326.46,0.857,1.99,1.7,2858.0,0.0,230,21.04,1
679829 (2021 EC5),2.243,0.4927,16.71,241.99,9.59,1.138,3.35,3.36,3685.0,0.0,254,18.36,0
679885 (2021 NQ5),1.611,0.4937,1.42,115.35,299.07,0.816,2.41,2.05,3614.0,0.0,139,21.12,1
679969 (2022 PQ),1.687,0.2908,5.67,214.63,13.99,1.196,2.18,2.19,4672.0,0.0,111,20.86,0
686964 (2011 GM44),0.7817,0.5191,49.33,10.82,37.53,0.376,1.19,0.691,6555.0,0.0,143,19.68,1
688126 (2012 JS17),1.217,0.4198,15.65,63.97,307.45,0.706,1.73,1.34,4395.0,0.0,87,21.04,0
688841 (2013 AV60),2.064,0.7321,7.38,197.6,150.8,0.553,3.58,2.97,4164.0,0.0,406,18.77,0
690253 (2014 DE80),1.476,0.8251,26.66,164.75,182.36,0.258,2.69,1.79,3709.0,0.0,98,19.49,0
693691 (2015 KJ157),0.9448,0.7374,36.89,101.47,302.07,0.248,1.64,0.918,7664.0,1.0,216,19.19,0
696314 (2016 GN206),1.584,0.4718,20.19,11.78,319.99,0.837,2.33,1.99,4396.0,0.0,61,20.14,0
696513 (2016 NL56),1.407,0.545,4.6,340.9,87.43,0.64,2.17,1.67,7299.0,0.0,65,20.91,1
699726 (2021 GR12),2.087,0.7394,13.73,186.81,239.73,0.544,3.63,3.02,4344.0,0.0,261,18.01,0
706765 (2010 TK7),0.9987,0.1903,20.9,96.42,46.05,0.809,1.19,0.998,4115.0,0.0,153,20.78,0
707657 (2011 OV4),2.166,0.4093,7.47,307.14,30.14,1.28,3.05,3.19,4730.0,0.0,605,18.62,0
709992 (2013 LW28),1.678,0.5868,30.65,136.27,237.42,0.693,2.66,2.17,4050.0,0.0,144,18.86,0
710271 (2013 RK96),1.58,0.5042,11.09,8.71,139.65,0.783,2.38,1.99,4686.0,0.0,81,19.05,0
712200 (2014 SM143),1.206,0.4226,24.21,28.81,89.64,0.696,1.72,1.32,4972.0,0.0,137,20.38,1
719002 (2018 BN3),1.552,0.2996,12.83,95.35,147.88,1.087,2.02,1.93,5380.0,0.0,282,20.36,0
719194 (2018 PL23),1.567,0.787,14.35,178.29,293.68,0.334,2.8,1.96,4842.0,0.0,109,19.87,1
719979 (2022 QK204),2.052,0.8419,34.46,339.64,177.27,0.324,3.78,2.94,5484.0,1.0,144,17.62,0
1P/Halley,17.93,0.9679,162.2,59.07,112.21,0.575,35.28,75.9,57852.0,0.0,8518,-1.0,0
2P/Encke,2.22,0.8484,11.48,334.29,187.03,0.337,4.1,3.31,2133.0,1.0,570,-1.0,0
3D/Biela,3.535,0.7513,13.22,250.67,221.66,0.879,6.19,6.65,-1.0,-1.0,26,-1.0,0
5D/Brorsen,3.101,0.8098,29.38,102.97,14.95,0.59,5.61,5.46,-1.0,-1.0,127,-1.0,0
7P/Pons-Winnecke,3.419,0.6376,22.33,93.42,172.51,1.239,5.6,6.32,37122.0,0.0,1679,-1.0,0
8P/Tuttle,5.7,0.8198,54.98,270.34,207.51,1.027,10.37,13.6,20161.0,0.0,1768,-1.0,0
12P/Pons-Brooks,17.18,0.9546,74.19,255.86,198.99,0.781,33.59,71.2,26006.0,0.0,8017,-1.0,0
13P/Olbers,16.66,0.9298,44.63,85.84,64.58,1.17,32.16,68.0,50051.0,0.0,2184,-1.0,0
15P/Finlay,3.49,0.7202,6.8,13.75,347.63,0.977,6.0,6.52,5058.0,0.0,1655,-1.0,0
18D/Perrine-Mrkos,3.56,0.6426,17.76,240.88,166.05,1.272,5.85,6.72,2584.0,1.0,16,-1.0,0
20D/Westphal,15.64,0.9198,40.89,348.01,57.08,1.254,30.03,61.9,22321.0,0.0,201,-1.0,0
21P/Giacobini-Zinner,3.5,0.7105,32.0,195.4,172.81,1.013,5.99,6.55,4786.0,0.0,1988,-1.0,0
23P/Brorsen-Metcalf,17.07,0.972,19.33,311.59,129.61,0.479,33.66,70.5,51904.0,0.0,223,-1.0,0
24P/Schaumasse,4.086,0.7048,11.73,79.67,58.0,1.206,6.97,8.26,6464.0,3.0,832,-1.0,0
26P/Grigg-Skjellerup,3.027,0.6391,22.47,211.66,1.8,1.093,4.96,5.27,6110.0,0.0,501,-1.0,0
27P/Crommelin,9.093,0.9193,29.22,250.96,195.96,0.734,17.45,27.4,20203.0,0.0,455,-1.0,0
34D/Gale,4.944,0.7607,11.73,67.92,209.16,1.183,8.7,11.0,-1.0,-1.0,47,-1.0,0
35P/Herschel-Rigollet,28.84,0.974,64.21,355.98,29.3,0.748,56.94,155.0,-1.0,-1.0,75,-1.0,0
41P/Tuttle-Giacobini-Kresak,3.085,0.6613,9.23,141.06,62.17,1.045,5.13,5.42,2498.0,3.0,4300,-1.0,0
45P/Honda-Mrkos-Pajdusakova,3.026,0.824,4.25,88.93,326.34,0.533,5.52,5.26,2067.0,1.0,1823,-1.0,0
46P/Wirtanen,3.093,0.6588,11.75,82.16,356.34,1.055,5.13,5.44,3693.0,2.0,4224,-1.0,0
55P/Tempel-Tuttle,10.34,0.9056,162.49,235.27,172.5,0.976,19.7,33.2,48407.0,-1.0,392,-1.0,0
66P/du Toit,6.023,0.7866,18.67,22.0,257.34,1.285,10.76,14.8,16304.0,0.0,547,-1.0,0
67P/Churyumov-Gerasimenko,3.462,0.6409,7.04,50.14,12.8,1.243,5.68,6.44,5442.0,0.0,8608,-1.0,0
72P/Denning-Fujikawa,4.347,0.8205,9.23,35.44,338.47,0.781,7.91,9.06,16324.0,1.0,66,-1.0,0
73P/Schwassmann-Wachmann 3,3.091,0.6855,11.24,69.66,199.39,0.972,5.21,5.44,2740.0,3.0,515,-1.0,0
73P/Schwassmann-Wachmann 3-A,3.067,0.6957,11.42,69.94,198.83,0.933,5.2,5.37,58.0,7.0,62,-1.0,0
73P/Schwassmann-Wachmann 3-B,3.062,0.6933,11.4,69.89,198.8,0.939,5.18,5.36,3806.0,2.0,1484,-1.0,0
73P/Schwassmann-Wachmann 3-C,3.063,0.6922,11.38,69.84,198.87,0.943,5.18,5.36,5853.0,0.0,3223,-1.0,0
73P/Schwassmann-Wachmann 3-E,3.062,0.6939,11.41,69.92,198.77,0.937,5.19,5.36,4021.0,0.0,129,-1.0,0
73P/Schwassmann-Wachmann 3-G,3.063,0.6934,11.39,69.91,198.77,0.939,5.19,5.36,72.0,5.0,551,-1.0,0
73P/Schwassmann-Wachmann 3-H,3.065,0.6936,11.39,69.91,198.77,0.939,5.19,5.37,68.0,5.0,112,-1.0,0
73P/Schwassmann-Wachmann 3-J,3.044,0.6915,11.38,69.83,198.87,0.939,5.15,5.31,28.0,7.0,42,-1.0,0
73P/Schwassmann-Wachmann 3-K,3.064,0.6935,11.39,69.9,198.79,0.939,5.19,5.36,47.0,6.0,42,-1.0,0
73P/Schwassmann-Wachmann 3-L,3.076,0.6947,11.4,69.94,198.75,0.939,5.21,5.4,58.0,6.0,39,-1.0,0
73P/Schwassmann-Wachmann 3-M,3.068,0.6939,11.39,69.91,198.78,0.939,5.2,5.37,44.0,7.0,73,-1.0,0
73P/Schwassmann-Wachmann 3-N,3.052,0.6923,11.38,69.9,198.76,0.939,5.17,5.33,41.0,6.0,133,-1.0,0
73P/Schwassmann-Wachmann 3-P,3.085,0.6956,11.41,69.96,198.72,0.939,5.23,5.42,29.0,7.0,55,-1.0,0
73P/Schwassmann-Wachmann 3-Q,3.118,0.6986,11.42,70.14,198.5,0.94,5.3,5.51,17.0,9.0,37,-1.0,0
73P/Schwassmann-Wachmann 3-R,3.07,0.6941,11.39,69.91,198.77,0.939,5.2,5.38,39.0,6.0,280,-1.0,0
73P/Schwassmann-Wachmann 3-S,3.334,0.6934,11.05,81.99,181.56,1.022,5.65,6.09,1.0,9.0,11,-1.0,0
73P/Schwassmann-Wachmann 3-T,3.061,0.693,11.4,69.89,198.81,0.94,5.18,5.35,4087.0,1.0,44,-1.0,0
73P/Schwassmann-Wachmann 3-U,3.024,0.6894,11.36,69.83,198.84,0.939,5.11,5.26,16.0,8.0,21,-1.0,0
73P/Schwassmann-Wachmann 3-V,3.002,0.6935,11.57,66.63,203.11,0.92,5.08,5.2,10.0,9.0,11,-1.0,0
73P/Schwassmann-Wachmann 3-W,3.112,0.6983,11.42,70.04,198.63,0.939,5.29,5.49,29.0,8.0,15,-1.0,0
73P/Schwassmann-Wachmann 3-X,3.083,0.6954,11.4,69.94,198.74,0.939,5.23,5.41,36.0,6.0,38,-1.0,0
73P/Schwassmann-Wachmann 3-Y,3.332,0.7181,11.55,70.63,198.01,0.939,5.72,6.08,34.0,8.0,15,-1.0,0
73P/Schwassmann-Wachmann 3-Z,3.073,0.6934,11.34,70.58,197.91,0.942,5.2,5.39,6.0,9.0,16,-1.0,0
73P/Schwassmann-Wachmann 3-AA,2.941,0.6806,11.3,69.57,199.11,0.939,4.94,5.04,19.0,8.0,36,-1.0,0
73P/Schwassmann-Wachmann 3-AB,3.042,0.6912,11.37,69.86,198.82,0.939,5.14,5.31,31.0,7.0,35,-1.0,0
73P/Schwassmann-Wachmann 3-AC,3.083,0.6954,11.41,69.93,198.75,0.939,5.23,5.41,30.0,7.0,45,-1.0,0
73P/Schwassmann-Wachmann 3-AD,3.068,0.6934,11.37,70.22,198.37,0.941,5.19,5.37,6.0,9.0,11,-1.0,0
73P/Schwassmann-Wachmann 3-AE,3.096,0.6967,11.41,69.97,198.71,0.939,5.25,5.45,20.0,8.0,43,-1.0,0
73P/Schwassmann-Wachmann 3-AF,2.908,0.6763,11.24,69.85,198.72,0.941,4.87,4.96,7.0,9.0,25,-1.0,0
73P/Schwassmann-Wachmann 3-AG,3.087,0.6958,11.41,69.96,198.71,0.939,5.23,5.42,24.0,7.0,79,-1.0,0
73P/Schwassmann-Wachmann 3-AH,3.075,0.6934,11.33,70.71,197.74,0.943,5.21,5.39,3.0,9.0,19,-1.0,0
73P/Schwassmann-Wachmann 3-AI,3.111,0.6982,11.43,69.97,198.73,0.939,5.28,5.49,31.0,8.0,17,-1.0,0
73P/Schwassmann-Wachmann 3-AJ,2.786,0.6624,11.14,69.39,199.21,0.941,4.63,4.65,19.0,9.0,19,-1.0,0
73P/Schwassmann-Wachmann 3-AK,3.058,0.6934,11.43,69.38,199.33,0.938,5.18,5.35,11.0,9.0,12,-1.0,0
73P/Schwassmann-Wachmann 3-AL,3.128,0.6998,11.44,69.98,198.72,0.939,5.32,5.53,14.0,9.0,15,-1.0,0
73P/Schwassmann-Wachmann 3-AM,3.036,0.6934,11.54,68.12,201.09,0.931,5.14,5.29,2.0,9.0,12,-1.0,0
73P/Schwassmann-Wachmann 3-AN,3.076,0.6948,11.41,69.89,198.8,0.939,5.21,5.4,18.0,8.0,43,-1.0,0
73P/Schwassmann-Wachmann 3-AO,3.072,0.6938,11.33,70.39,198.17,0.941,5.2,5.38,2.0,9.0,19,-1.0,0
73P/Schwassmann-Wachmann 3-AP,3.144,0.7014,11.47,69.97,198.74,0.939,5.35,5.58,15.0,8.0,95,-1.0,0
73P/Schwassmann-Wachmann 3-AQ,3.088,0.6959,11.41,69.92,198.77,0.939,5.24,5.43,27.0,7.0,185,-1.0,0
73P/Schwassmann-Wachmann 3-AR,3.087,0.6958,11.41,69.97,198.71,0.939,5.24,5.43,14.0,9.0,15,-1.0,0
73P/Schwassmann-Wachmann 3-AS,3.141,0.7011,11.46,69.98,198.72,0.939,5.34,5.57,12.0,8.0,36,-1.0,0
73P/Schwassmann-Wachmann 3-AT,3.001,0.6869,11.33,69.85,198.81,0.94,5.06,5.2,21.0,8.0,25,-1.0,0
73P/Schwassmann-Wachmann 3-AU,3.058,0.6928,11.38,69.91,198.76,0.939,5.18,5.35,30.0,8.0,12,-1.0,0
73P/Schwassmann-Wachmann 3-AV,3.062,0.6934,11.4,69.87,198.86,0.939,5.19,5.36,19.0,8.0,9,-1.0,0
73P/Schwassmann-Wachmann 3-AW,2.678,0.6482,10.98,69.48,199.09,0.942,4.41,4.38,7.0,9.0,29,-1.0,0
73P/Schwassmann-Wachmann 3-AX,3.05,0.6925,11.43,69.47,199.25,0.938,5.16,5.33,2.0,9.0,16,-1.0,0
73P/Schwassmann-Wachmann 3-AY,2.8,0.664,11.13,69.59,199.02,0.941,4.66,4.69,7.0,9.0,27,-1.0,0
73P/Schwassmann-Wachmann 3-AZ,2.647,0.6441,10.93,69.5,199.04,0.942,4.35,4.31,7.0,9.0,11,-1.0,0
73P/Schwassmann-Wachmann 3-BA,2.961,0.6824,11.27,69.92,198.69,0.94,4.98,5.09,7.0,9.0,14,-1.0,0
73P/Schwassmann-Wachmann 3-BB,2.968,0.6824,11.19,70.47,197.93,0.942,4.99,5.11,2.0,9.0,15,-1.0,0
73P/Schwassmann-Wachmann 3-BC,3.134,0.7005,11.46,69.96,198.75,0.939,5.33,5.55,11.0,8.0,63,-1.0,0
73P/Schwassmann-Wachmann 3-BD,2.979,0.6824,10.97,71.42,196.46,0.946,5.01,5.14,6.0,9.0,8,-1.0,0
73P/Schwassmann-Wachmann 3-BE,2.958,0.6824,11.32,69.69,199.0,0.939,4.98,5.09,5.0,9.0,16,-1.0,0
73P/Schwassmann-Wachmann 3-BF,2.989,0.6857,11.32,69.83,198.81,0.94,5.04,5.17,11.0,8.0,13,-1.0,0
73P/Schwassmann-Wachmann 3-BG,2.98,0.6848,11.32,69.72,198.95,0.939,5.02,5.14,7.0,9.0,11,-1.0,0
